customer_id,category,type,company_name,consignee,branch,trade_name,tin,phone,email,website,franchisee,credit_limit,payment_term,transaction_limit,commision_sharing,shipping_mode,price_type,status,sec_no,sales_executive
0000000175,Corporate,Professional,"Rastilo Salon",,Main,"Rastilo Salon",,"0927 6389333",dang_pabilona214@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000176,Corporate,Professional,"Red Gold Salon",,Main,"Red Gold Salon",,"0930 2434878",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000177,Corporate,Professional,"Rejuvinate Touch",,Main,"Rejuvinate Touch",,"0918 2899169",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000178,Corporate,Professional,"Salon 28",,Main,"Salon 29",,"0917 4990066",salon28_byrudy@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000179,Corporate,Professional,"Salon De Ayala Service and Credit Cooperative",No,Main,"Salon De Ayala Serive and Credit Cooperative",210-413-722-000,,salondeayala_coop@yahoo.com.ph,,No,No,COD,,,"Walk- In",JUL2014PROMO,Active,---,---
0000000180,Corporate,Professional,"Samantha Salon & Spa",,Main,"Samantha Salon & Spa",,"0921 4212051",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000181,Corporate,Professional,"Sandreas Salon",,Main,"Sandreas Salon",,"0919 3708702",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000182,Corporate,Professional,"Thera Touch Home Service Spa",,Main,"Thera Touch Home Service Spa",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000183,Corporate,Professional,"Shapes n Waves Salon & Spa",,Main,"Shapes n Waves",,"0999 99202518",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000184,Corporate,Professional,"Shek Trix Salon de Estilo & Spa",No,Main,"Shek Trix Salon de Estilo & Spa",210-222-937-000,"0920 9386946",,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000185,Corporate,Professional,"Silk Skin",No,Main,"Silk Skin",,"836 0150",,,No,No,"30 days",,,ideliver101,Professional,Active,---,---
0000000186,Corporate,Professional,"Silk Skin Beauty Care Corp",No,Main,"Silk Skin Derma Center",,"842 0236",silkskinbc@gmail.com,,No,No,COD,,,ideliver101,Professional,Active,---,---
0000000187,Corporate,Professional,"Sir Edward Barbershop",,Main,"Sir Edward Barbershop",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000188,Corporate,Professional,"Sit n Style",,Main,"Sit n Style",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000189,Corporate,Professional,"Skin Smart",,Main,"Skin Smart",,"0922 8841889",skinsmart.paseo@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000190,Corporate,Professional,"Skin Touch",,Main,"Skin Touch",,"0919 4053344",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000191,Corporate,Professional,"Skin Trend",,Main,"Skin Trend",,"0921 795 4588 / 0927 600 2217",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000192,Corporate,Professional,"Skin Ultima",,Main,"Skin Ultima",,"0917 9482188",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000193,Corporate,Professional,"Soothing Touch",,Main,"Soothing Touch",,"0917 8939385",bhaby_nonato@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000194,Corporate,Professional,"Soothing Touch & Body Works",,Main,"Soothing Touch & Body Works",,"0921 2730083 / 0917 893 9385",bhaby_nonato@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000195,Corporate,Professional,"Sophie Saloon (full salon)",,Main,"Sophie Saloon (full salon)",,"0920 6335693",exoticmarla2008@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000196,Corporate,Professional,"Enrique and Victoria Corp.",Yes,Main,"South Salon",008-082-428-000,,southsalon@gmail.com,,No,No,"30 days",,,"In- House Delivery",Professional,Active,---,---
0000000197,Corporate,Professional,"Spa at the Tropics",,Main,"Spa at the Tropics",,"0929 3141848",spaatthetropics@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000198,Corporate,Professional,"Sujivana Spa",,"West Gate","Sujivana Spa",,"0928 9789658","mar.recto@gmail.com / jgaduena@gmail.com",,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000199,Corporate,Professional,Tabbs,,Main,Tabbs,,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000200,Corporate,Professional,"The J Feliciano Salon",,Main,"The J Feliciano Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000201,Corporate,Professional,"The Yes Salon",,Main,"The Yes Salon",,"0909 5394388",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000202,Corporate,Professional,"Tints Nail Waxing",,Main,"Tints Nail Waxing",,"0917 5455042",tintspa@gmail.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000203,Corporate,Professional,"Tints Salon",,Main,"Tints Salon",,"0917 5455042/ 0917 5011115",tintspa@gmail.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000204,Corporate,Professional,"Tip n Toes Nails Hand and Foot Spa",No,Main,"Tip n Toes Nails Hand and Foot Spa",,"0922 8988391",,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000205,Corporate,Professional,"Tip Top Toes",No,Main,"Tip Top Toes",,"0922 8902308",,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000206,Corporate,Professional,"True Berry",,Main,"True Berry",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000207,Corporate,Professional,"Ur Stile Salon",,Main,"Ur Stile Salon",,"0908 8924718",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000208,Corporate,Professional,"Urban Luxe",,Main,"Urban Luxe",,"0920 4203881",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000209,Corporate,Professional,"Vaviva Salon (Sunny Punzalan)",,Main,"Vaviva Salon (Sunny Punzalan)",,"0916 5938230",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000210,Corporate,Professional,"Violets Salon",,Main,Violets,,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000211,Corporate,Professional,"Vivere Spa",,Main,"Vivere Spa",,"0917 8430912",info@viveresuites.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000212,Corporate,Professional,"VM Medical Spa (Face n Body)",,Main,"VM Medical Spa",,"0917 8627778",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000213,Corporate,Professional,"Wella Beauty Salon",,Main,"Wella Beauty Salon",,"0920 9530084",hleonengenmerchandise@msn.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000214,Corporate,Professional,"Whimsical Beauty Salon",,Main,"Whimsical Beauty Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000215,Corporate,Professional,"Winds Salon",,Main,"Winds Salon",,"0949 9177152",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000216,Corporate,Professional,"Wow Hair Salon",,Main,"Wow Hair Salon",,"0917 5445658",hazel.t@wowhairsalons.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000217,Corporate,Professional,"Xtrim Hair Studio",,Main,"Xtrim Hair Studio",,"0917 8513582 / 0920 4100490",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000218,Corporate,Professional,"Young Skin",,Main,"Young Skin",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000219,Corporate,Professional,"Zenys Salon",No,Main,"Zen Ace",,,,,No,No,COD,,,"In- House Delivery",Professional,Active,---,---
0000000220,Corporate,Professional,"Zenya Wellness Spa",,Main,"Zenya Wellness Spa",,"0949 6365164",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000221,Corporate,Professional,"Zytouna Spa & Salon",,Main,"Zytouna Spa & Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000222,Corporate,Professional,"Blue Hay Salon",,Main,"Blue Hay Salon",,"0929 5511524",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000223,Corporate,Professional,"Salon Fashionista",,Main,"Salon Fashionista",,"0917 963075",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000224,Corporate,Professional,"Touch of Esther",,Main,"Touch of Esther",,"0906 3915841",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000225,Corporate,Professional,"Body Works",,Main,"Body Works",,"0917 5011115",pnet1126@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000226,Corporate,Professional,"Jonila Espada",,Main,"Jonila Espada",,"0999 6556874",jhoann19@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000227,Corporate,Professional,"Dolly Franco",,Main,"Dolly Franco",,"0917 8810099",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000228,Corporate,Professional,"Flor Colcol",,Main,"Flor Colcol",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000229,Corporate,Professional,"Doris Pascual",,Main,"Doris Pascual",,"0927 8531503",dorisjuana36@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000230,Corporate,Professional,"Raquel Nieves",,Main,"Raquel Nieves",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000231,Corporate,Professional,"Dianne Argamosa",,Main,"Dianne Argamosa",,"0917 4395824",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000233,Corporate,Professional,"Vera Tan",,Main,"Vera Tan",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000234,Corporate,Professional,"Mary Grace Reymundo",,Main,"Mary Grace Reymundo",,"0917 8262631",grace8310961@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000235,Corporate,Professional,"Rosemarie Asajar",,Main,"Rosemarie Asajar",,"0928 4453697",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000236,Corporate,Professional,"Nina Magtoto",,Main,"Nina Magtoto",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000237,Corporate,Professional,"Angie Tan",,Main,"Angie Tan",,"0917 8801029",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000238,Corporate,Professional,"Giselle Gargantos",,Main,"Giselle Gargantos",,"0918 9097042",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000239,Corporate,Professional,"Cecille Montero Tan",,Main,"Cecille Montero Tan",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000240,Corporate,Professional,"Feet to File",,Main,"Feet to File",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000241,Corporate,Professional,"G. O. G. Health & Skin Center Salon",,Main,"G. O. G. Health & Skin Center Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000242,Corporate,Professional,"Petra & Pepita Salon",No,Main,"Petra & Pepita Salon",,0917-501-5677,,,No,No,COD,,,ideliver101,Professional,Active,---,---
0000000243,Corporate,Professional,"Alice Salon",,Main,"Alice Salon",,"0909 8006670",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000244,Corporate,Professional,"Mint Spa",No,Main,"Mint Spa",,,,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000245,Corporate,Professional,"Paparazzi Salon",,Main,"Paparazzi Salon",,"0917 5452488","no email",,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000246,Corporate,Professional,"Ronnie Rarugal Salon",,Main,"Ronnie Rarugal Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000247,Corporate,Professional,"Bare Skin Waxing",,Pasay,"Bare Skin Waxing",,"0917 8119644",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000248,Corporate,Professional,"Dermstrata Skin Clinic & Spa",,MOA,"Dermstrata Skin Clinic & Spa",,,dermstrataskinclinic@yahoo.com,,yes,no,COD,,,"Walk- In",Professional,Active,---,---
0000000249,Corporate,Professional,"Essencia Fresh",,Main,"Essencia Fresh",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000250,Corporate,Professional,"Ezzy Salon",,Main,"Ezzy Salon",,"0922 8164544",marlon_almonicar@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000251,Corporate,Professional,"Brow Bar",,Main,"Brow Bar",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000252,Corporate,Professional,"Mychaels Corp",,MOA,"Mychaels Corp",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000253,Corporate,Professional,"Mich & Myle Nails",No,Mandaluyong,"(Mychaels Corp)",,,,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000254,Corporate,Professional,"Mychaels Corp",,Ortigas,"Mychaels Corp",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000255,Corporate,Professional,"Headroom Spa",,Main,"Headroom Spa",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000256,Corporate,Professional,"Beauty First",,Main,"Beauty First",,"0917 5157295  0927 5263534",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000257,Corporate,Professional,"Azgenda Salon",,Main,"Azgenda Salon",,"0917 9820490 / 0927 7040856 / 503 8771",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000258,Corporate,Professional,"Comfort Zone Salon & Spa",,Main,"Comfort Zone Salon & Spa",,"0915 9008330",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000259,Corporate,Professional,"Vertical Salon",No,Main,"Vertical Salon",,0917-584-3035,,,No,No,COD,,,ideliver101,Professional,Active,---,---
0000000260,Corporate,Professional,"J.R.Cunanan Salon",,Main,"J.R.Cunanan Salon",,"0907 4713832",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000261,Corporate,Professional,"Lunula Nail Salon",,Main,"Lunula Nail Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000262,Corporate,Professional,"MACM Massage Therapy and Body Center",,Main,"MACM Massage Therapy and Body Center",,"0915 3640554",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000263,Corporate,Professional,"Bay Spa",,Main,"Bay Spa",,"0921 5168653",bayspacenter@yahoo.com.ph,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000264,Corporate,Professional,"Ms. Bojee Romero",,Main,"Ms. Bojee Romero",,"0917 8907716",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000265,Corporate,Professional,"Ms. Rachelle Neri (TNT Express Worldwide)",,Main,"Ms. Rachelle Neri (TNT Express Worldwide)",,,rbasconeri@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000266,Corporate,Professional,"Agenda Salon",,Main,"Agenda Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000267,Corporate,Professional,"Beauty Guide",,Main,"Beauty Guide",,"0908 1281870",faye.beautyguide_25@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000268,Corporate,Professional,"D Mark Multisales Corp.",,Main,"D Mark Multisales Corp.",,,dmark_hrd888@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000269,Corporate,Professional,"Derma Basics Skin & Hair Clinic",,Main,"Derma Basics Skin & Hair Clinic",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000270,Corporate,Professional,"Dermstrata Skin Clinic & Spa",,Main,"Dermstrata Skin Clinic & Spa",,,dermstrataskinclinic@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000271,Corporate,Professional,"Dino Fajardo Hair Salon",,Main,"Dino Fajardo Hair Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000272,Corporate,Professional,"Ehemplo Salon",,Main,"Ehemplo Salon",,"0929 7235111",maryroseserrano@yahoo.com/Facebook:ehemplosalon&dayspa@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000273,Corporate,Professional,"Eves Salon Manila",,Main,"Eves Salon Manila",,"0915 7809380/  0919 6333515",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000274,Corporate,Professional,"FMS Salon",,Main,"FMS Salon",,"0920 9240259",fmsalon@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000275,Corporate,Professional,"Forma Salon",,Main,"Forma Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000276,Corporate,Professional,"Francz Salon",,Main,"Francz Salon",,"0908 3671311",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000277,Corporate,Professional,"Ganda Mo Salon",,Main,"Ganda Mo Salon",,"0912 7855440",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000278,Corporate,Professional,"Holie Facial Spa",,Taft,"Holie Facial Spa",,,,,yes,no,COD,,,"Walk- In",Professional,Active,---,---
0000000279,Corporate,Professional,"Holie Facial Spa",,Makati,"Holie Facial Spa",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000280,Corporate,Professional,"Jhezka Salon (hair & nail salon)",,Main,"Jhezka Salon (hair & nail salon)",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000281,Corporate,Professional,"Blush Nail",,Main,"Blush Nail",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000282,Corporate,Professional,"Victor Hair Works",,Main,"Victor Hair Works",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000283,Corporate,Professional,"Jun L. Encarnacion",,Sampaloc,"Jun L. Encarnacion",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000284,Corporate,Professional,"Jun L. Encarnacion",,Podium,"Jun L. Encarnacion",,,wrencarnacion_groupofsalon@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000285,Corporate,Professional,"Jun Pido Salon",,Malate,"Jun Pido Salon",,"0921 9587748",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000286,Corporate,Professional,"Kaes Beauty Parlor",,Main,"Kaes Beauty Parlor",,"0917 6146709",bycj_29@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000287,Corporate,Professional,"Leo Magallanes Salon",,Main,"Leo Magallanes Salon",,"0922 5369522",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000288,Corporate,Professional,"Les Pappu  Head Office",,Main,"Les Pappu  Head Office",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000289,Corporate,Professional,"Ms. Kathryn Depano",,Main,"Ms. Kathryn Depano",,"0917 8951995",kathryn_csb@hotmail.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000290,Corporate,Professional,"MTO (Mass Therapeutic Optinum)",,Main,"MTO (Mass Therapeutic Optinum)",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000291,Corporate,Professional,"Natures Way Aromatherapy Salon",,"SM City","Natures Way Aromatherapy Salon",,,natureswayaromatherapy@yahoo.com,,,no,COD,,,"Walk- In",Professional,Active,---,---
0000000292,Corporate,Professional,"Natures Way Aromatherapy Salon",,"SM San Lazaro","Natures Way Aromatherapy Salon",,,,,yes,no,COD,,,"Walk- In",Professional,Active,---,---
0000000293,Corporate,Professional,"Natures Way Aromatherapy Salon",,"SM Manila","Natures Way Aromatherapy Salon",,,natureswayaroma@yahoo.com,,yes,no,COD,,,"Walk- In",Professional,Active,---,---
0000000294,Corporate,Professional,"Nitz Laxa Salon",,Main,"Nitz Laxa Salon",,"0927 5428689",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000295,Corporate,Professional,"Om Spa",,Main,"Om Spa",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000296,Corporate,Professional,"Powercutzz Beauty Salon",,"Westin Phil.Plaza Hotel","Powercutzz Beauty Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000297,Corporate,Professional,"Princess Salon",,Main,"Princess Salon",,"0920 9487521",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000298,Corporate,Professional,"Ronnie Salon",,Sampaloc,"Ronnie Salon",,"0927 6682328",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000299,Corporate,Professional,"S and R Salon Spa",,Main,"S and R Salon Spa",,"0933 1769954",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000300,Corporate,Professional,"Salon de Liz",,Main,"Salon de Liz",,"0922 8242527",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000301,Corporate,Professional,"Skin Indulgence",,Main,"Skin Indulgence",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000302,Corporate,Professional,"Skin Lite Face and Body Center",No,Main,"Skin Lite",,,bustos_melissa@yahoo.com,,No,No,"30 days",,,ideliver101,Professional,Active,---,---
0000000303,Corporate,Professional,"Skin Lite",No,"Metro East","Skin Lite",,,,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000304,Corporate,Professional,"The Ritz Spa Malate",,Main,"The Ritz Spa Malate",,,theritzspa@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000305,Corporate,Professional,"Tisa Len Beauty Shop",,Main,"Tisa Len Beauty Shop",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000306,Corporate,Professional,"Viva Le Baron Salon & Barbershop",,Main,"Viva Le Baron Salon & Barbershop",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000307,Corporate,Professional,"Weigh Less Center",,Main,"Weigh Less Center",,,eagm@sofitel.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000308,Corporate,Professional,"Jun L. Encarnacion Salon",,"Sta Cruz","Jun L. Encarnacion Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000309,Corporate,Professional,"Zalon By Jun Pido",,Bambang,"Zalon By Jun Pido",,,pidojun@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000310,Corporate,Professional,"Sanctuario Spa",,Main,"Sanctuario Spa",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000311,Corporate,Professional,"Shapes Salon",,Main,"Shapes Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000312,Corporate,Professional,"Fashionista Salon Spa",,Main,"Fashionista Salon Spa",,"0922 8241309",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000313,Corporate,Professional,"Feet toe Pile",,Main,"Feet toe Pile",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000314,Corporate,Professional,"Fixed Me Up Beauty Salon",,Main,"Fixed Me Up Beauty Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000315,Corporate,Professional,"Jals Salon",,Main,"Jals Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000316,Corporate,Professional,"Country Breeze Laundry Mat",,Main,"Country Breeze Laundry Mat",,"0923 1934059",countrybreezelaundrymat@gmail.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000317,Corporate,Professional,"Caprichosa Day Spa",,Main,"Caprichosa Day Spa",,,caprichosaspa@gmail.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000318,Corporate,Professional,"Signey Salon",,Main,"Signey Salon",,"0917 3265905",susansigney@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000319,Corporate,Professional,"Sujivana Spa",,Main,"Sujivana Spa",,,,"Unit H PS Cor Bldg. Kalaw St. Phase 1 BF Homes",no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000320,Corporate,Professional,"All About Face",,Main,"All About Face",,,allaboutfaceph@gmail.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000321,Corporate,Professional,"Angela  Salon",,Main,"Angela  Salon",,,"no email",,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000322,Corporate,Professional,"Archie Montalban Body Studio",,Main,"Archie Montalban Body Studio",,,"no email",,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000323,Corporate,Professional,"Breeze & Bliss Salon",,Main,"Breeze & Bliss Salon",,"0917 8451239","no email",,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000324,Corporate,Professional,"Cecille Marie Salon",,Main,"Cecille Marie Salon",,,jennifermacatangay@gmail.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000325,Corporate,Professional,"Vergo Skin Care Beauty Salon",No,Main,"Vergo Skin Care Beauty Salon",,"0917 8601048",,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000326,Corporate,Professional,"Cosmo World Salon",,Main,"Cosmo World Salon",,"0917 5271276","no email",,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000327,Corporate,Professional,"Earth Accents Day Spa",,Main,"Earth Accents Day Spa",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000328,Corporate,Professional,"EZ Red Salon",No,Main,"EZ Red Salon",,,ronaldsantaines@yahoo.com,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000329,Corporate,Professional,"Get Polished",,Main,"Get Polished",,"0917 5779494",rachel.concepcion@db.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000330,Corporate,Professional,"Haille Berry Beauty Salon Spa",,Main,"Haille Berry Beauty Salon Spa",,,igotdeliveryservices@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000331,Corporate,Professional,"Jhezka Beauty Salon",,Main,"Jhezka Beauty Salon",,"0923 2351348",,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000332,Corporate,Professional,"Just For Nails",No,Main,"Just For Nails",,"0917 5663460",giannakezia@gmail.com,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000333,Corporate,Professional,"Lady Kate Salon",,Main,"Lady Kate Salon",,,,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000334,Corporate,Professional,"Le Flaunt",,Main,"Le Flaunt",,,sheila_policarpio@hotmail.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000335,Corporate,Professional,"Mane Event Hair Salon",,Main,"Mane Event Hair Salon",,"0923 5113988  / 0927 7377933",manuales_ian@yahoo.com,,no,no,COD,,,"Walk- In",Professional,Active,---,---
0000000336,Corporate,Professional,"Massage By Us",No,Paranaque,"Massage By Us",,,,,No,No,COD,,,"Walk- In",JUL2014PROMO,Active,---,---
0000000337,Corporate,Professional,"Pamper Your Feet",,Main,"Pamper Your Feet",,"0922 8276299",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000338,Corporate,Professional,"Pro Style Salon",,Main,"Pro Style Salon",,,egay.petines@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000339,Corporate,Professional,"Red Rock Nail Spa",,Main,"Red Rock Nail Spa",,,redrocknailspa@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000340,Corporate,Professional,"Renewed Salon",,Main,"Renewed Salon",,,joansalas54@yahoo.com,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000341,Corporate,Professional,"Jiosally Holdings Inc.",No,Main,"Rodeo Spa ",,,khjgio1@yahoo.co.kr,,No,No,COD,,,"Walk- In",Professional,Active,---,---
0000000342,Corporate,Professional,"Rosangelas Salon",,Main,"Rosangelas Salon",,"0916 7196048",,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000343,Corporate,Professional,"Rubylita Salon",,Main,"Rubylita Salon",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000344,Corporate,Professional,"Sawasdi Salon",,Main,"Sawasdi Salon",,,"no email",,No,no,COD,,,"Walk- In",Professional,Active,---,---
0000000345,Corporate,Professional,"Sesitra Day Spa",,Main,"Sesitra Day Spa",,,,,No,no,COD,,,"Walk- In",Professional,Active,---,---
